claim_id,patient_id,hospital_id,doctor_id,diagnosis_code,disease_type,procedure_code,procedure_cost_standard,claim_amount,length_of_stay,previous_claims_count,patient_age,claim_date,abha_id,Claim_ID,Patient_ID,Hospital_ID,Doctor_ID,Diagnosis_Code,Treatment_Code,Admission_Date,Discharge_Date,Claim_Amount,Approved_Amount,Location
C0122,P0401,H020,D044,DIA_ACUTE1,Acute,PROC17,44399,41837,5,8,78,2024-05-04,43088389407448,CLM10121,PAT20121,HSP665,DOC9248,D004,T300,2024-04-29,2022-06-04,8261,37266,Mumbai
C0123,P0376,H009,D022,DIA_ACUTE2,Acute,PROC06,48143,46062,2,3,70,2024-09-28,98286261269258,CLM10122,PAT20122,HSP601,DOC6895,D004,T400,2022-02-10,2023-12-05,17687,9398,Hyderabad
C0124,P0510,H020,D047,DIA_ACUTE2,Acute,PROC13,14867,13844,3,1,59,2024-12-28,61812223094834,CLM10123,PAT20123,HSP806,DOC2721,D005,T500,2022-08-29,2022-07-27,24613,38313,Hyderabad
C0125,P0677,H002,D047,DIA_ACUTE1,Acute,PROC16,45213,45633,2,7,77,2024-10-22,24355475330969,CLM10124,PAT20124,HSP651,DOC6772,D003,T100,2022-08-01,2024-10-22,1500,1220,Hyderabad
C0126,P0379,H011,D047,DIA_DIAL,Chronic,PROC13,45686,45861,2,0,20,2024-10-02,92634082954274,CLM10125,PAT20125,HSP320,DOC4746,D004,T200,2023-01-03,2023-03-13,36927,4491,Kolkata
C0127,P0101,H007,D027,DIA_CAN,Chronic,PROC13,37110,37708,3,2,24,2024-08-31,73692424270721,CLM10126,PAT20126,HSP857,DOC3907,D003,T100,2023-09-05,2024-07-27,33652,23960,Bangalore
C0128,P0675,H020,D004,DIA_MINOR2,Minor,PROC18,18494,18279,7,3,48,2024-12-01,57093553879290,CLM10127,PAT20127,HSP264,DOC6600,D004,T300,2023-07-04,2025-04-28,1089,38688,Delhi
C0129,P0245,H010,D019,DIA_ACUTE2,Acute,PROC14,35907,35655,5,4,62,2024-04-25,45336524892603,CLM10128,PAT20128,HSP257,DOC6181,D001,T300,2023-05-04,2022-08-14,33565,17390,Kolkata
C0130,P0438,H010,D028,DIA_MINOR2,Minor,PROC06,11314,12961,6,1,45,2024-05-10,91071392404444,CLM10129,PAT20129,HSP179,DOC4702,D002,T100,2025-11-13,2025-06-09,13714,39593,Kolkata
C0131,P0666,H007,D044,DIA_CAN,Chronic,PROC16,42196,40378,3,8,69,2024-11-25,47467645590258,CLM10130,PAT20130,HSP425,DOC9315,D001,T100,2024-06-07,2024-06-17,43428,10489,Bangalore
C0132,P0410,H009,D044,DIA_MINOR1,Minor,PROC04,19124,19693,5,3,34,2024-06-01,76750348009446,CLM10131,PAT20131,HSP584,DOC6860,D005,T300,2024-03-17,2022-06-30,3565,14382,Mumbai
C0133,P0450,H006,D030,DIA_DIAL,Chronic,PROC08,30833,30636,2,10,31,2024-06-20,36269355475217,CLM10132,PAT20132,HSP621,DOC2454,D005,T500,2022-11-05,2024-08-22,30560,33117,Bangalore
C0134,P0402,H010,D036,DIA_ACUTE1,Acute,PROC14,42280,43816,3,7,49,2024-06-27,24616121427743,CLM10133,PAT20133,HSP925,DOC3105,D004,T300,2023-04-09,2022-12-27,6256,24144,Kolkata
C0135,P0782,H018,D040,DIA_MINOR1,Minor,PROC16,42847,40273,3,5,28,2024-08-17,53377361296900,CLM10134,PAT20134,HSP896,DOC3358,D002,T400,2024-08-25,2022-06-13,44211,15973,Bangalore
C0136,P0195,H006,D009,DIA_ACUTE2,Acute,PROC13,13015,15888,7,3,42,2024-08-29,54533858054516,CLM10135,PAT20135,HSP801,DOC2688,D005,T400,2025-09-23,2023-02-01,11839,11322,Mumbai
C0137,P0673,H017,D001,DIA_DIAL,Chronic,PROC15,39083,78166,2,1,49,2024-02-23,95092664357853,CLM10136,PAT20136,HSP171,DOC1402,D003,T500,2024-04-30,2023-01-09,18617,36998,Delhi
C0138,P0176,H012,D036,DIA_MINOR1,Minor,PROC04,35708,38110,5,5,76,2024-02-05,53711305170051,CLM10137,PAT20137,HSP236,DOC9290,D005,T100,2022-04-11,2024-02-08,5278,31232,Hyderabad
C0139,P0211,H012,D035,DIA_ACUTE2,Acute,PROC15,9079,8295,6,6,33,2024-03-20,54400549622763,CLM10138,PAT20138,HSP155,DOC3666,D003,T200,2025-03-03,2022-04-02,8522,10242,Bangalore
C0140,P0421,H012,D044,DIA_MINOR2,Minor,PROC11,24828,26953,2,4,18,2024-02-28,53525732994809,CLM10139,PAT20139,HSP952,DOC3196,D001,T400,2024-05-17,2022-03-26,45427,5520,Delhi
C0141,P0575,H016,D001,DIA_DIAL,Chronic,PROC15,8611,5646,2,10,56,2024-10-12,99166335345506,CLM10140,PAT20140,HSP279,DOC8290,D002,T100,2023-09-13,2022-01-12,35057,39271,Chennai
C0142,P0611,H017,D004,DIA_CAN,Chronic,PROC04,20912,21135,2,8,57,2024-01-19,22086296105957,CLM10141,PAT20141,HSP498,DOC4871,D004,T500,2023-12-04,2023-05-07,45104,31404,Hyderabad
C0143,P0485,H013,D038,DIA_ACUTE1,Acute,PROC06,29847,32711,5,10,25,2024-08-05,40128169595495,CLM10142,PAT20142,HSP314,DOC7126,D005,T300,2024-12-14,2025-06-18,16439,13043,Bangalore
C0144,P0568,H005,D028,DIA_DIAL,Chronic,PROC20,34334,33624,3,6,20,2024-05-03,44777882896442,CLM10143,PAT20143,HSP800,DOC5738,D002,T300,2023-02-27,2023-03-02,2550,27782,Hyderabad
C0145,P0130,H017,D006,DIA_MINOR1,Minor,PROC11,41197,41793,7,10,50,2024-11-02,31212576404108,CLM10144,PAT20144,HSP461,DOC3810,D005,T200,2022-02-21,2025-05-15,19069,42216,Delhi
C0146,P0695,H006,D012,DIA_DIAL,Chronic,PROC14,15699,14389,1,1,39,2024-09-12,50757230728032,CLM10145,PAT20145,HSP608,DOC2065,D003,T400,2024-04-17,2023-11-10,17337,38864,Delhi
C0147,P0791,H010,D002,DIA_MINOR2,Minor,PROC14,8619,8526,7,1,76,2024-09-21,49613786671675,CLM10146,PAT20146,HSP937,DOC7037,D001,T500,2025-05-04,2025-09-17,30610,34338,Kolkata
C0148,P0561,H001,D049,DIA_MINOR2,Minor,PROC19,25578,25166,7,1,36,2024-02-10,63667561084431,CLM10147,PAT20147,HSP260,DOC9671,D005,T500,2025-06-30,2023-03-24,39268,1666,Kolkata
C0149,P0487,H006,D025,DIA_ACUTE1,Acute,PROC06,15525,62100,4,5,80,2024-11-07,96426987799769,CLM10148,PAT20148,HSP319,DOC9370,D005,T400,2025-01-10,2022-02-08,7997,24104,Hyderabad
C0150,P0243,H019,D001,DIA_CAN,Chronic,PROC04,8615,9740,2,6,77,2024-01-07,67098931555241,CLM10149,PAT20149,HSP505,DOC8834,D002,T500,2025-01-07,2022-07-26,36263,9467,Kolkata
C0151,P0333,H017,D048,DIA_ACUTE1,Acute,PROC02,20743,20928,3,9,25,2024-08-26,29530787462656,CLM10150,PAT20150,HSP209,DOC4362,D005,T300,2024-05-24,2022-02-16,38992,43031,Bangalore
C0152,P0101,H003,D024,DIA_DIAL,Chronic,PROC02,17765,71060,2,5,72,2024-10-12,89972383343508,CLM10151,PAT20151,HSP458,DOC2356,D004,T500,2022-05-21,2022-08-04,3588,42694,Hyderabad
C0153,P0580,H007,D003,DIA_MINOR1,Minor,PROC10,29165,26453,5,2,60,2024-06-16,35494256955647,CLM10152,PAT20152,HSP762,DOC9914,D002,T500,2025-04-17,2024-05-25,10493,38025,Delhi
C0154,P0307,H011,D023,DIA_MINOR2,Minor,PROC17,37426,34468,4,8,67,2024-08-30,74025214915306,CLM10153,PAT20153,HSP674,DOC9099,D002,T300,2023-06-28,2025-04-12,30814,36065,Kolkata
C0155,P0143,H015,D018,DIA_MINOR2,Minor,PROC12,18355,15561,5,0,78,2024-07-30,51530956678245,CLM10154,PAT20154,HSP225,DOC5272,D001,T400,2022-06-12,2022-01-07,44412,35057,Hyderabad
C0156,P0318,H013,D022,DIA_DIAL,Chronic,PROC13,42032,43172,2,5,36,2024-12-08,72403614115822,CLM10155,PAT20155,HSP335,DOC1146,D004,T500,2025-01-24,2023-04-11,30630,31553,Mumbai
C0157,P0060,H019,D007,DIA_MINOR2,Minor,PROC19,27222,29249,6,2,42,2024-12-24,84396032422760,CLM10156,PAT20156,HSP648,DOC9794,D003,T300,2023-03-26,2022-08-19,7542,39274,Delhi
C0158,P0109,H015,D033,DIA_DIAL,Chronic,PROC05,17845,15948,3,8,69,2024-09-23,28322381374675,CLM10157,PAT20157,HSP968,DOC8095,D002,T400,2024-06-11,2025-04-05,33060,6948,Mumbai
C0159,P0473,H005,D036,DIA_MINOR1,Minor,PROC14,46017,47273,3,10,41,2024-02-05,47020708989858,CLM10158,PAT20158,HSP760,DOC1142,D004,T500,2024-02-12,2024-02-14,22893,3685,Chennai
C0160,P0120,H020,D028,DIA_CAN,Chronic,PROC10,18972,18705,1,2,22,2024-11-29,45422661932113,CLM10159,PAT20159,HSP394,DOC9508,D002,T100,2022-11-14,2022-03-04,18610,38988,Delhi
C0161,P0139,H014,D039,DIA_MINOR2,Minor,PROC18,11567,11858,4,0,32,2024-09-09,74273995386064,CLM10160,PAT20160,HSP417,DOC8743,D002,T300,2022-05-10,2024-03-08,40504,29654,Delhi
C0162,P0402,H017,D018,DIA_MINOR2,Minor,PROC11,25434,50868,6,6,71,2024-09-11,31612768025415,CLM10161,PAT20161,HSP308,DOC2689,D004,T200,2023-11-25,2024-08-23,29798,1263,Mumbai
C0163,P0558,H020,D024,DIA_CAN,Chronic,PROC10,31522,34315,1,3,40,2024-03-28,69810973811225,CLM10162,PAT20162,HSP452,DOC7245,D005,T500,2025-06-18,2024-04-12,26223,28495,Hyderabad
C0164,P0606,H003,D035,DIA_ACUTE1,Acute,PROC05,48184,45908,4,5,51,2024-01-19,29040729878306,CLM10163,PAT20163,HSP338,DOC1309,D002,T100,2024-04-06,2023-01-18,34132,35975,Mumbai
C0165,P0247,H005,D004,DIA_MINOR2,Minor,PROC05,36099,34355,2,0,20,2024-09-23,32676149692605,CLM10164,PAT20164,HSP992,DOC6101,D002,T200,2024-07-07,2023-04-29,43018,21127,Bangalore
C0166,P0429,H013,D028,DIA_MINOR1,Minor,PROC17,28148,25259,5,1,33,2024-08-15,39671395207557,CLM10165,PAT20165,HSP982,DOC2424,D004,T200,2025-01-24,2022-06-02,48796,40274,Bangalore
C0167,P0425,H017,D017,DIA_MINOR2,Minor,PROC20,40490,41359,4,2,57,2024-07-29,99152045835221,CLM10166,PAT20166,HSP668,DOC3100,D004,T300,2023-05-15,2023-02-14,28421,4811,Mumbai
C0168,P0693,H017,D005,DIA_CAN,Chronic,PROC06,33912,35434,2,7,78,2024-08-11,31743642558051,CLM10167,PAT20167,HSP123,DOC3867,D003,T100,2022-05-02,2022-11-30,4649,14639,Chennai
C0169,P0136,H003,D023,DIA_CAN,Chronic,PROC11,28141,25710,1,1,64,2024-12-13,79295857561429,CLM10168,PAT20168,HSP512,DOC2238,D003,T300,2022-06-18,2023-12-09,46938,20699,Kolkata
C0170,P0308,H010,D023,DIA_MINOR2,Minor,PROC08,22199,21154,5,7,24,2024-03-06,55789075044657,CLM10169,PAT20169,HSP694,DOC5459,D005,T500,2025-08-03,2022-12-07,34468,40900,Hyderabad
C0171,P0720,H019,D049,DIA_CAN,Chronic,PROC03,46159,48384,2,3,34,2024-07-24,46300497082683,CLM10170,PAT20170,HSP339,DOC9890,D005,T400,2024-05-18,2023-07-13,1409,17957,Kolkata
C0172,P0778,H006,D030,DIA_ACUTE1,Acute,PROC10,27161,54322,5,7,66,2024-08-23,33212597106527,CLM10171,PAT20171,HSP737,DOC1475,D002,T200,2025-12-02,2023-12-04,37680,10273,Hyderabad
C0173,P0042,H014,D038,DIA_DIAL,Chronic,PROC11,37448,36691,2,1,56,2024-09-20,77693571930017,CLM10172,PAT20172,HSP454,DOC8056,D005,T400,2023-07-16,2022-10-31,32994,36773,Bangalore
C0174,P0118,H011,D022,DIA_CAN,Chronic,PROC08,20885,21356,21,8,37,2024-10-17,41363275226338,CLM10173,PAT20173,HSP407,DOC9427,D001,T400,2023-05-10,2025-03-13,25913,38959,Delhi
C0175,P0299,H008,D040,DIA_ACUTE1,Acute,PROC11,27825,29794,5,2,18,2024-07-31,33025071974306,CLM10174,PAT20174,HSP612,DOC1733,D001,T300,2024-01-23,2023-03-02,24162,29315,Chennai
C0176,P0522,H007,D012,DIA_MINOR1,Minor,PROC18,38192,40211,2,4,38,2024-05-28,91103289226374,CLM10175,PAT20175,HSP191,DOC2516,D002,T300,2024-02-21,2024-09-12,15425,34353,Chennai
C0177,P0371,H003,D019,DIA_MINOR1,Minor,PROC17,37064,34468,4,0,54,2024-06-09,96680943889881,CLM10176,PAT20176,HSP774,DOC4165,D005,T300,2025-08-13,2023-07-02,45341,9190,Chennai
C0178,P0530,H016,D007,DIA_MINOR2,Minor,PROC09,25555,24719,3,5,58,2024-07-14,85859785245154,CLM10177,PAT20177,HSP227,DOC4547,D003,T300,2024-05-14,2022-05-09,43080,26957,Hyderabad
C0179,P0002,H002,D024,DIA_ACUTE1,Acute,PROC12,18012,19053,7,6,53,2024-05-09,19732419376373,CLM10178,PAT20178,HSP143,DOC8652,D002,T200,2025-08-03,2025-12-06,14136,38131,Mumbai
C0180,P0069,H016,D007,DIA_MINOR1,Minor,PROC10,18455,17381,5,8,34,2024-08-12,71370886104689,CLM10179,PAT20179,HSP933,DOC2851,D001,T200,2024-11-25,2023-10-09,2835,35279,Chennai
C0181,P0117,H016,D050,DIA_ACUTE2,Acute,PROC06,20032,19736,4,6,35,2024-07-19,88918154789210,CLM10180,PAT20180,HSP814,DOC2126,D001,T300,2022-09-29,2022-08-27,46016,10152,Kolkata
C0182,P0406,H008,D019,DIA_MINOR1,Minor,PROC11,40516,81032,6,8,31,2024-02-03,71195874630186,CLM10181,PAT20181,HSP379,DOC7081,D003,T400,2025-10-14,2022-03-06,33775,26739,Kolkata
C0183,P0327,H013,D028,DIA_CAN,Chronic,PROC20,35742,36568,3,1,58,2024-03-25,95703049538309,CLM10182,PAT20182,HSP121,DOC8514,D004,T200,2023-04-02,2023-05-08,41602,10355,Bangalore
C0184,P0125,H011,D016,DIA_MINOR1,Minor,PROC15,19773,18881,3,3,75,2024-08-22,33509545804679,CLM10183,PAT20183,HSP143,DOC8752,D002,T500,2023-11-26,2024-03-30,4393,16760,Kolkata
C0185,P0323,H005,D025,DIA_ACUTE1,Acute,PROC18,48196,48167,6,2,22,2024-08-19,58384538091430,CLM10184,PAT20184,HSP740,DOC5936,D005,T300,2022-12-22,2025-05-02,21493,12421,Bangalore
C0186,P0043,H020,D040,DIA_CAN,Chronic,PROC03,48550,47193,25,9,73,2024-08-25,15317575758168,CLM10185,PAT20185,HSP203,DOC6777,D004,T100,2024-02-14,2022-09-25,47186,9135,Delhi
C0187,P0761,H006,D040,DIA_ACUTE2,Acute,PROC19,35986,34603,4,10,32,2024-06-02,59843344500767,CLM10186,PAT20186,HSP346,DOC8263,D004,T300,2025-06-16,2024-08-30,48942,12942,Delhi
C0188,P0082,H015,D040,DIA_DIAL,Chronic,PROC19,31072,28748,3,1,68,2024-04-23,45185854780736,CLM10187,PAT20187,HSP675,DOC2320,D005,T200,2022-08-04,2025-07-27,43564,40249,Delhi
C0189,P0629,H003,D014,DIA_MINOR2,Minor,PROC11,38538,40634,2,1,39,2024-05-12,96307412578214,CLM10188,PAT20188,HSP588,DOC9713,D003,T400,2023-05-26,2022-12-03,1040,4951,Delhi
C0190,P0265,H008,D022,DIA_MINOR1,Minor,PROC11,39456,39817,7,3,20,2024-09-27,78074049898020,CLM10189,PAT20189,HSP631,DOC2138,D004,T100,2022-03-20,2023-03-19,41026,17672,Bangalore
C0191,P0317,H007,D037,DIA_MINOR2,Minor,PROC11,24151,25314,3,7,63,2024-08-09,44914600685281,CLM10190,PAT20190,HSP464,DOC2639,D002,T100,2024-03-16,2026-01-09,14409,20843,Mumbai
C0192,P0667,H011,D001,DIA_ACUTE2,Acute,PROC12,31170,31522,3,0,49,2024-04-14,56114262161462,CLM10191,PAT20191,HSP848,DOC2448,D001,T400,2023-03-28,2025-12-10,1640,2501,Chennai
C0193,P0658,H011,D042,DIA_DIAL,Chronic,PROC14,30450,32894,3,7,55,2024-08-27,82018625704135,CLM10192,PAT20192,HSP470,DOC1866,D003,T500,2025-03-19,2025-01-31,12292,10186,Bangalore
C0194,P0780,H002,D024,DIA_ACUTE2,Acute,PROC18,18720,19231,2,5,63,2024-06-14,93614074926305,CLM10193,PAT20193,HSP995,DOC8973,D004,T500,2025-03-19,2024-02-29,42101,6813,Chennai
C0195,P0220,H017,D006,DIA_CAN,Chronic,PROC16,20193,19608,3,9,65,2024-10-19,22492902358881,CLM10194,PAT20194,HSP762,DOC6916,D004,T200,2024-06-29,2022-02-07,41380,26902,Delhi
C0196,P0403,H006,D030,DIA_ACUTE2,Acute,PROC13,48485,46617,5,9,24,2024-10-04,72021438907383,CLM10195,PAT20195,HSP317,DOC8149,D004,T400,2024-01-26,2022-05-10,25976,33194,Delhi
C0197,P0778,H001,D035,DIA_DIAL,Chronic,PROC19,21713,19911,21,3,29,2024-03-01,27512133371870,CLM10196,PAT20196,HSP579,DOC7823,D001,T200,2024-02-23,2024-04-20,49885,5041,Kolkata
C0198,P0390,H005,D022,DIA_ACUTE2,Acute,PROC02,36313,36874,21,7,58,2024-03-17,95243381049904,CLM10197,PAT20197,HSP461,DOC8268,D004,T100,2023-06-26,2023-08-24,34329,7742,Hyderabad
C0199,P0216,H002,D043,DIA_MINOR1,Minor,PROC04,16332,15600,3,2,53,2024-09-16,31518468632554,CLM10198,PAT20198,HSP132,DOC7769,D001,T500,2024-07-08,2024-04-15,1693,2743,Delhi
C0200,P0278,H013,D029,DIA_CAN,Chronic,PROC04,42626,45069,2,4,66,2024-07-23,98673144627609,CLM10199,PAT20199,HSP815,DOC7671,D004,T500,2024-02-25,2024-06-11,14552,33250,Mumbai
C0201,P0408,H003,D032,DIA_ACUTE1,Acute,PROC07,14356,28712,6,6,46,2024-12-16,48696203987802,CLM10200,PAT20200,HSP680,DOC5391,D004,T200,2022-02-10,2025-10-23,41264,10931,Kolkata
C0202,P0321,H017,D001,DIA_DIAL,Chronic,PROC07,28437,28347,3,10,32,2024-10-19,31384727375837,CLM10201,PAT20201,HSP542,DOC3070,D002,T400,2022-11-01,2022-10-06,24555,28491,Hyderabad
C0203,P0236,H006,D010,DIA_ACUTE2,Acute,PROC04,25398,25177,4,1,37,2024-04-14,19463737100631,CLM10202,PAT20202,HSP425,DOC8260,D005,T500,2024-05-05,2022-07-25,34851,30383,Bangalore
C0204,P0724,H010,D019,DIA_MINOR2,Minor,PROC16,23429,20928,3,0,25,2024-07-21,88520026319215,CLM10203,PAT20203,HSP653,DOC3748,D002,T100,2023-01-28,2025-02-22,45025,38944,Kolkata
C0205,P0330,H006,D027,DIA_ACUTE1,Acute,PROC11,34647,35571,4,5,18,2024-01-25,42026757141567,CLM10204,PAT20204,HSP719,DOC7076,D001,T400,2023-02-01,2025-06-06,44059,14930,Mumbai
C0206,P0788,H014,D018,DIA_CAN,Chronic,PROC03,12571,13883,24,7,48,2024-09-09,89141547300460,CLM10205,PAT20205,HSP778,DOC1001,D004,T400,2022-01-30,2023-08-10,19487,26121,Mumbai
C0207,P0381,H003,D027,DIA_MINOR1,Minor,PROC12,15611,17975,7,5,20,2024-09-10,59834709040137,CLM10206,PAT20206,HSP307,DOC1487,D005,T300,2024-08-10,2024-11-23,9517,15022,Chennai
C0208,P0389,H016,D020,DIA_CAN,Chronic,PROC02,22362,22341,3,7,71,2024-06-11,40162597540324,CLM10207,PAT20207,HSP886,DOC2806,D005,T400,2024-01-06,2022-10-31,11420,3665,Hyderabad
C0209,P0462,H016,D015,DIA_MINOR2,Minor,PROC04,49108,47187,7,4,36,2024-05-12,60015858284448,CLM10208,PAT20208,HSP393,DOC8154,D002,T500,2024-11-08,2023-03-20,41748,24819,Kolkata
C0210,P0769,H018,D015,DIA_MINOR2,Minor,PROC14,47045,47352,3,3,42,2024-05-05,75131565800920,CLM10209,PAT20209,HSP750,DOC5852,D003,T400,2023-08-10,2023-02-01,35618,5845,Bangalore
C0211,P0468,H018,D026,DIA_ACUTE1,Acute,PROC20,23494,23692,15,7,78,2024-03-24,23605391072370,CLM10210,PAT20210,HSP510,DOC5202,D003,T400,2023-04-24,2025-07-23,39334,10877,Hyderabad
C0212,P0112,H005,D003,DIA_ACUTE2,Acute,PROC06,47492,44664,7,3,76,2024-08-28,11987942833224,CLM10211,PAT20211,HSP392,DOC1779,D003,T400,2025-07-13,2024-01-16,45665,37846,Delhi
C0213,P0150,H001,D001,DIA_CAN,Chronic,PROC18,49101,46736,3,10,27,2024-11-25,17682479041991,CLM10212,PAT20212,HSP283,DOC3737,D003,T500,2023-06-21,2024-04-27,6606,17220,Hyderabad
C0214,P0334,H003,D015,DIA_MINOR2,Minor,PROC18,11900,23800,9,10,41,2024-05-17,29831168940899,CLM10213,PAT20213,HSP272,DOC7231,D003,T400,2024-11-26,2025-04-13,31557,38276,Bangalore
C0215,P0002,H004,D026,DIA_MINOR1,Minor,PROC04,35784,34557,2,3,79,2024-03-10,55861088270120,CLM10214,PAT20214,HSP240,DOC9997,D003,T200,2022-02-16,2022-08-23,14472,2250,Hyderabad
C0216,P0086,H004,D046,DIA_CAN,Chronic,PROC09,42547,43433,1,8,66,2024-12-16,65375101229185,CLM10215,PAT20215,HSP736,DOC4606,D004,T200,2024-08-30,2024-12-26,39430,5771,Delhi
C0217,P0170,H005,D027,DIA_MINOR1,Minor,PROC20,20347,21856,4,10,49,2024-11-22,98668194635654,CLM10216,PAT20216,HSP629,DOC4219,D001,T100,2025-11-16,2025-08-03,17937,29367,Mumbai
C0218,P0192,H010,D008,DIA_MINOR2,Minor,PROC05,27923,30707,5,2,59,2024-02-19,74062446560265,CLM10217,PAT20217,HSP758,DOC4759,D005,T500,2022-03-06,2024-10-31,21428,15992,Chennai
C0219,P0749,H019,D040,DIA_MINOR1,Minor,PROC05,48689,51327,4,2,53,2024-07-08,16902074187383,CLM10218,PAT20218,HSP372,DOC8865,D005,T100,2025-01-06,2024-01-21,27292,36145,Chennai
C0220,P0338,H004,D017,DIA_MINOR1,Minor,PROC13,26509,24297,2,7,73,2024-06-30,33428270126233,CLM10219,PAT20219,HSP921,DOC7252,D005,T200,2025-12-12,2022-07-12,7073,35362,Hyderabad
C0221,P0154,H011,D033,DIA_DIAL,Chronic,PROC18,15388,18363,3,4,45,2024-10-22,13759024559988,CLM10220,PAT20220,HSP366,DOC7224,D004,T400,2024-09-23,2025-02-13,40339,12106,Bangalore
C0222,P0125,H004,D014,DIA_ACUTE1,Acute,PROC19,42463,45145,5,0,25,2024-11-02,83943290353334,CLM10221,PAT20221,HSP641,DOC8816,D003,T100,2025-12-23,2022-01-15,2134,1826,Chennai
C0223,P0030,H011,D026,DIA_CAN,Chronic,PROC19,8136,11064,3,4,36,2024-11-27,22111231813716,CLM10222,PAT20222,HSP315,DOC9088,D005,T500,2024-06-28,2024-07-09,1769,20754,Mumbai
C0224,P0559,H004,D035,DIA_DIAL,Chronic,PROC18,15744,16652,2,1,37,2024-08-01,35113643542705,CLM10223,PAT20223,HSP482,DOC7519,D002,T300,2023-12-24,2024-07-01,1858,41997,Chennai
C0225,P0223,H009,D021,DIA_ACUTE1,Acute,PROC15,30931,32110,4,1,51,2024-02-18,74949244969274,CLM10224,PAT20224,HSP545,DOC4162,D003,T200,2025-04-02,2022-12-02,11860,18774,Mumbai
C0226,P0053,H003,D045,DIA_MINOR1,Minor,PROC09,31619,33043,4,7,69,2024-01-31,43799354399642,CLM10225,PAT20225,HSP159,DOC2907,D004,T500,2025-04-24,2025-05-23,27195,20528,Delhi
C0227,P0768,H015,D018,DIA_CAN,Chronic,PROC09,8196,6641,2,8,58,2024-06-01,86604705317634,CLM10226,PAT20226,HSP121,DOC3855,D004,T400,2022-06-04,2025-09-04,12948,35875,Kolkata
C0228,P0373,H017,D024,DIA_ACUTE1,Acute,PROC13,24509,26746,7,2,72,2024-12-15,80829372506929,CLM10227,PAT20227,HSP369,DOC4539,D001,T200,2024-02-10,2022-06-20,16668,41725,Bangalore
C0229,P0581,H019,D023,DIA_ACUTE2,Acute,PROC09,19980,20006,5,0,43,2024-04-20,22669373235553,CLM10228,PAT20228,HSP530,DOC2523,D005,T200,2022-09-08,2022-12-24,22503,18642,Mumbai
C0230,P0119,H004,D041,DIA_ACUTE1,Acute,PROC04,13552,12230,5,4,73,2024-11-04,86465660323520,CLM10229,PAT20229,HSP297,DOC6333,D003,T500,2024-02-21,2024-01-01,40887,2221,Mumbai
C0231,P0709,H016,D016,DIA_CAN,Chronic,PROC09,34288,33650,1,7,79,2024-09-14,51255396837998,CLM10230,PAT20230,HSP204,DOC4980,D003,T300,2023-05-25,2023-07-03,36466,16533,Mumbai
C0232,P0737,H013,D024,DIA_ACUTE1,Acute,PROC18,43926,45877,6,3,41,2024-11-20,71656637485851,CLM10231,PAT20231,HSP725,DOC8690,D002,T300,2023-11-19,2023-08-10,36126,39858,Delhi
C0233,P0368,H002,D050,DIA_ACUTE1,Acute,PROC11,19299,21932,3,2,77,2024-04-09,22783482162483,CLM10232,PAT20232,HSP638,DOC8347,D002,T100,2024-11-20,2024-07-20,6060,5024,Kolkata
C0234,P0117,H007,D041,DIA_DIAL,Chronic,PROC10,35159,36800,2,5,40,2024-10-03,14857655297726,CLM10233,PAT20233,HSP729,DOC2450,D004,T200,2025-04-06,2024-05-31,41358,42746,Bangalore
C0235,P0147,H016,D047,DIA_CAN,Chronic,PROC20,23531,21704,1,10,63,2024-07-18,91607717996553,CLM10234,PAT20234,HSP325,DOC5665,D001,T400,2023-02-03,2022-05-18,24988,37247,Mumbai
C0236,P0176,H015,D032,DIA_DIAL,Chronic,PROC08,37114,39763,1,1,57,2024-05-19,79978913825837,CLM10235,PAT20235,HSP488,DOC1082,D003,T400,2025-07-08,2022-02-19,19187,11872,Chennai
C0237,P0589,H017,D015,DIA_CAN,Chronic,PROC03,8213,16426,6,5,77,2024-08-13,65090130164386,CLM10236,PAT20236,HSP451,DOC6079,D004,T300,2024-09-24,2022-02-22,14526,8941,Chennai
C0238,P0071,H014,D044,DIA_MINOR2,Minor,PROC17,38250,114750,5,9,28,2024-10-13,43760162270305,CLM10237,PAT20237,HSP401,DOC5492,D005,T300,2024-11-12,2022-07-05,25647,7669,Bangalore
C0239,P0439,H001,D044,DIA_MINOR2,Minor,PROC17,23377,22591,2,8,69,2024-06-11,86226598664187,CLM10238,PAT20238,HSP316,DOC7286,D001,T200,2024-11-18,2023-04-09,21885,14472,Bangalore
C0240,P0739,H014,D005,DIA_MINOR1,Minor,PROC18,9788,6951,2,6,78,2024-09-17,42791996193460,CLM10239,PAT20239,HSP300,DOC8840,D001,T500,2024-11-01,2022-10-27,7111,22940,Chennai
C0241,P0026,H008,D037,DIA_MINOR1,Minor,PROC07,32508,34279,4,9,28,2024-04-16,94404873920803,CLM10240,PAT20240,HSP362,DOC5024,D004,T200,2024-10-01,2025-02-05,9050,6285,Kolkata
C0242,P0193,H011,D040,DIA_ACUTE1,Acute,PROC19,43328,42828,2,5,76,2024-04-06,96326516101261,CLM10241,PAT20241,HSP849,DOC3102,D005,T300,2023-10-27,2022-08-03,34762,43175,Mumbai
C0243,P0516,H012,D032,DIA_MINOR1,Minor,PROC02,12209,11894,4,8,30,2024-04-10,30213125229151,CLM10242,PAT20242,HSP400,DOC2116,D005,T200,2023-02-13,2025-06-19,12725,31908,Delhi
